timestamp,session_id,persona,email,user_id,action,method,path,status_code,is_failed_login,response_time_ms,think_time_ms,body_size,has_auth_token,endpoint_category,response_length,geo_location,client_type,user_agent,source_tool,label,session_type
2026-04-04T11:01:21.939348+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,sign_in_fraud,POST,/auth/sign-in,200,False,239,0,68,False,auth,171,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:22.139654+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1097,200,False,121,73,17,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:22.421438+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,topup_fraud,POST,/users/u_1095/wallet/topup,200,False,107,170,18,True,wallet,71,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:22.696498+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,topup_fraud,POST,/users/u_1095/wallet/topup,200,False,129,142,17,True,wallet,71,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:22.876599+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1098,200,False,102,73,17,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:23.235102+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1094,200,False,272,82,17,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:23.541124+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,withdraw_fraud,POST,/users/u_1095/wallet/withdraw,200,False,157,145,17,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:23.764025+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1101,200,False,136,73,17,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:24.042764+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1102,200,False,105,168,18,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:24.251908+00:00,f0848a56-0d2a-492c-aca3-e9b83020b2a3,transactor,yadams@example.net,unknown,sign_in,POST,/auth/sign-in,500,False,117,0,55,False,auth,21,Tabuk,android,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_0; rv:1.9.6.20) Gecko/8232-10-21 08:34:04.161407 Firefox/3.6.20,playwright,0,normal
2026-04-04T11:01:24.303915+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,topup_fraud,POST,/users/u_1095/wallet/topup,200,False,202,55,18,True,wallet,71,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:24.525691+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1097,200,False,71,147,17,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:24.684559+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1093,200,False,86,68,17,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:24.923523+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1094,200,False,117,117,18,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:25.038197+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_sign_in,POST,/admin/auth/sign-in,200,False,155,1817,45,False,admin,127,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:25.136843+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,withdraw_fraud,POST,/users/u_1095/wallet/withdraw,200,False,135,71,17,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:25.325361+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1098,200,False,132,52,18,True,wallet,74,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:25.531257+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,transfer_fraud,POST,/users/u_1095/wallet/transfer/u_1100,200,False,168,33,18,True,wallet,73,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:25.711971+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,pay_bill_fraud,POST,/users/u_1095/wallet/pay-bill,200,False,138,36,17,True,wallet,76,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:25.989543+00:00,e24c9b89-53ba-421e-8da0-76ccca5985f9,attacker,rosaleschristine@example.net,u_1095,withdraw_fraud,POST,/users/u_1095/wallet/withdraw,200,False,149,120,17,True,wallet,73,Khobar,android,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:5.0; dz-BT) AppleWebKit/532.43.4 (KHTML, like Gecko) Version/5.0.1 Safari/532.43.4",playwright,1,financial_fraud
2026-04-04T11:01:26.069767+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_transactions,GET,/admin/transactions,200,False,114,912,0,True,admin,15846,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:27.722717+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_users,GET,/admin/users,200,False,141,1508,0,True,admin,11030,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:27.847897+00:00,1e0174a8-d289-4bcc-af2b-5633c5c312c1,transactor,rosaleschristine@example.net,u_1095,sign_in,POST,/auth/sign-in,200,False,128,3703,68,False,auth,171,Khobar,android,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9; rv:1.9.5.20) Gecko/2977-02-28 16:51:31.598774 Firefox/14.0,playwright,0,normal
2026-04-04T11:01:28.893640+00:00,91c6770f-8adb-4b91-ae6c-5f25c22e48e4,transactor,kristina58@example.org,u_1099,sign_in,POST,/auth/sign-in,200,False,65,2635,61,False,auth,166,Buraidah,android,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/535.1",playwright,0,normal
2026-04-04T11:01:29.432966+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_financial,GET,/admin/overview/financial,200,False,60,1646,0,True,admin,304,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:29.765295+00:00,1e0174a8-d289-4bcc-af2b-5633c5c312c1,transactor,rosaleschristine@example.net,u_1095,withdraw,POST,/users/u_1095/wallet/withdraw,200,False,109,1803,17,True,wallet,73,Khobar,android,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9; rv:1.9.5.20) Gecko/2977-02-28 16:51:31.598774 Firefox/14.0,playwright,0,normal
2026-04-04T11:01:30.141934+00:00,d662d7df-c27d-45c1-ad05-5e7634425922,casual,eclark@example.org,u_1093,sign_in,POST,/auth/sign-in,200,False,77,5629,60,False,auth,161,Jeddah,ios,Mozilla/5.0 (Windows NT 10.0; nb-NO; rv:1.9.1.20) Gecko/3933-07-03 22:25:55.624878 Firefox/10.0,playwright,0,normal
2026-04-04T11:01:31.087074+00:00,91c6770f-8adb-4b91-ae6c-5f25c22e48e4,transactor,kristina58@example.org,u_1099,withdraw,POST,/users/u_1099/wallet/withdraw,200,False,109,2081,17,True,wallet,74,Buraidah,android,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/535.1",playwright,0,normal
2026-04-04T11:01:31.093002+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_wallets,GET,/admin/wallets,200,False,92,1565,0,True,admin,8923,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:32.359654+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_financial,GET,/admin/overview/financial,200,False,69,1194,0,True,admin,304,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:32.453309+00:00,91c6770f-8adb-4b91-ae6c-5f25c22e48e4,transactor,kristina58@example.org,u_1099,wallet_view,GET,/users/u_1099/wallet,200,False,16,1346,0,True,wallet,57,Buraidah,android,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/535.1",playwright,0,normal
2026-04-04T11:01:33.501491+00:00,d662d7df-c27d-45c1-ad05-5e7634425922,casual,eclark@example.org,u_1093,wallet_view,GET,/users/u_1093/wallet,200,False,22,3332,0,True,wallet,56,Jeddah,ios,Mozilla/5.0 (Windows NT 10.0; nb-NO; rv:1.9.1.20) Gecko/3933-07-03 22:25:55.624878 Firefox/10.0,playwright,0,normal
2026-04-04T11:01:33.614101+00:00,7c30596b-2b35-4521-8a3e-2c59002df211,transactor,jamiegarza@example.net,u_1102,sign_in,POST,/auth/sign-in,200,False,45,4880,61,False,auth,166,Riyadh,ios,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/28.0.852.0 Safari/531.2",playwright,0,normal
2026-04-04T11:01:33.779202+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_wallets,GET,/admin/wallets,200,False,78,1338,0,True,admin,8923,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:33.986395+00:00,1e0174a8-d289-4bcc-af2b-5633c5c312c1,transactor,rosaleschristine@example.net,u_1095,pay_bill,POST,/users/u_1095/wallet/pay-bill,200,False,103,4113,18,True,wallet,76,Khobar,android,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9; rv:1.9.5.20) Gecko/2977-02-28 16:51:31.598774 Firefox/14.0,playwright,0,normal
2026-04-04T11:01:34.797812+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_transactions,GET,/admin/transactions,200,False,79,936,0,True,admin,15845,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:36.205838+00:00,7c30596b-2b35-4521-8a3e-2c59002df211,transactor,jamiegarza@example.net,u_1102,hello,GET,/hello,200,False,13,2575,0,False,system,48,Riyadh,ios,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/28.0.852.0 Safari/531.2",playwright,0,normal
2026-04-04T11:01:36.336300+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_financial,GET,/admin/overview/financial,200,False,52,1482,0,True,admin,304,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:36.656728+00:00,91c6770f-8adb-4b91-ae6c-5f25c22e48e4,transactor,kristina58@example.org,u_1099,pay_bill,POST,/users/u_1099/wallet/pay-bill,200,False,106,4092,18,True,wallet,77,Buraidah,android,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/535.1",playwright,0,normal
2026-04-04T11:01:37.201535+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_users,GET,/admin/users,200,False,84,778,0,True,admin,11030,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
2026-04-04T11:01:38.704134+00:00,91c6770f-8adb-4b91-ae6c-5f25c22e48e4,transactor,kristina58@example.org,u_1099,pay_bill,POST,/users/u_1099/wallet/pay-bill,200,False,144,1898,18,True,wallet,77,Buraidah,android,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/535.1",playwright,0,normal
2026-04-04T11:01:38.785605+00:00,91c6770f-8adb-4b91-ae6c-5f25c22e48e4,transactor,kristina58@example.org,u_1099,sign_out,POST,/auth/sign-out,200,False,78,0,0,True,auth,37,Buraidah,android,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/535.1",playwright,0,normal
2026-04-04T11:01:39.073185+00:00,1e0174a8-d289-4bcc-af2b-5633c5c312c1,transactor,rosaleschristine@example.net,u_1095,withdraw,POST,/users/u_1095/wallet/withdraw,200,False,137,4945,17,True,wallet,73,Khobar,android,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9; rv:1.9.5.20) Gecko/2977-02-28 16:51:31.598774 Firefox/14.0,playwright,0,normal
2026-04-04T11:01:39.206091+00:00,765d559b-aca0-46f8-a749-5da1f8670c8d,attacker,eclark@example.org,unknown,failed_login,POST,/auth/sign-in,401,True,109,301,59,False,auth,38,Jeddah,android,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9772-12-05 08:46:06.772369 Firefox/11.0,playwright,1,brute_force
2026-04-04T11:01:39.448992+00:00,216c69f9-ec24-48d9-b071-82c2fe60105d,admin,admin,admin_1,admin_users,GET,/admin/users,200,False,86,2157,0,True,admin,11030,Dammam,android,Opera/9.25.(X11; Linux i686; doi-IN) Presto/2.9.173 Version/11.00,playwright,0,normal
