session_id,user_id,email,persona,geo_location,client_type,total_requests,session_duration_sec,requests_per_minute,failed_login_count,error_ratio,error_4xx_count,error_5xx_count,unique_endpoints,endpoint_entropy,has_admin_access,admin_action_count,wallet_action_count,wallet_action_ratio,transfer_count,topup_count,withdraw_count,pay_bill_count,financial_error_count,avg_think_time_ms,std_think_time_ms,avg_response_time_ms,min_think_time_ms
16ef5a20-ad13-4db2-a6bf-6b435164f5f3,unknown,user@example.com,transactor,Jeddah,web,2,0.02,5301.52,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,2141.0,0.0,21.5,2141
a2a85556-0612-4b7a-af64-b7782275680c,unknown,user@example.com,power_user,Jeddah,android,2,0.01,14369.54,0,1.0,2,0,2,1.0,0,0,0,0.0,0,0,0,0,0,1118.0,0.0,6.0,1118
ed6415ad-c70d-452a-9a53-d48a64d365f3,unknown,user@example.com,confused,Jeddah,android,2,0.01,13548.61,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,20258.0,0.0,6.5,20258
efd7124b-931c-44f3-8476-65859ebba7c2,unknown,queenrama@gmail.com,transactor,Jeddah,ios,2,0.02,5947.66,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,3694.0,0.0,8.5,3694
ec73cd02-2739-4646-a5e4-c5bf6600aefc,unknown,hanan.alharbi@gmail.com,power_user,Riyadh,ios,2,0.01,12205.04,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,1783.0,0.0,5.5,1783
80c184b7-aef8-4ace-853a-1b99aebcfcb2,unknown,taif.alsaadi@gmail.com,casual,Mecca,web,2,0.02,5929.44,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,6937.0,0.0,5.5,6937
4a3baf17-66ca-41b7-8871-4d93037d7c21,unknown,taif.alsaadi@gmail.com,transactor,Mecca,android,2,0.01,13826.48,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,3062.0,0.0,6.0,3062
d8ab7d93-7f7b-40a4-a3f1-770eb27ef045,unknown,queenrama@gmail.com,power_user,Jeddah,ios,2,0.01,12496.09,0,1.0,2,0,2,1.0,0,0,0,0.0,0,0,0,0,0,1125.0,0.0,6.0,1125
41a10d98-8978-4dd4-a731-62c3c5b05be4,unknown,hanan.alharbi@gmail.com,transactor,Riyadh,ios,2,0.01,9732.36,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,4253.0,0.0,7.5,4253
81ccd7e3-3cd8-49a7-9ec2-60df0644974a,unknown,taif.alsaadi@gmail.com,transactor,Mecca,ios,2,0.01,8033.2,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,4736.0,0.0,8.5,4736
a779ef11-85fc-4af1-8231-87b762af6784,unknown,queenrama@gmail.com,casual,Jeddah,ios,2,0.01,15643.33,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,11797.0,0.0,13.5,11797
fbeade2e-df2d-419d-bc5e-e8f69a73d9a9,unknown,queenrama@gmail.com,transactor,Jeddah,web,2,0.03,4569.86,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,4341.0,0.0,12.5,4341
2c260a63-dfc0-4216-abaa-f12a14b96475,unknown,taif.alsaadi@gmail.com,power_user,Mecca,ios,2,0.01,14326.65,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,2068.0,0.0,6.0,2068
bb47e8dd-6f2f-4ed4-b420-208905555a05,unknown,taif.alsaadi@gmail.com,power_user,Mecca,android,2,0.04,2838.09,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,2298.0,0.0,11.5,2298
50632b44-7b0b-4bf2-9370-b8ebba6ae9fc,unknown,taif.alsaadi@gmail.com,casual,Mecca,ios,2,0.05,2545.18,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,5969.0,0.0,34.5,5969
df380cc5-69d8-4e5e-95ef-2192454fe206,unknown,hanan.alharbi@gmail.com,casual,Riyadh,web,2,0.01,13750.43,1,1.0,2,0,1,-0.0,0,0,0,0.0,0,0,0,0,0,10513.0,0.0,6.0,10513
fa8a58d8-8a4d-4619-9889-cee510c09700,unknown,hanan.alharbi@gmail.com,confused,Riyadh,web,2,0.01,8534.24,0,1.0,2,0,2,1.0,0,0,0,0.0,0,0,0,0,0,22610.0,0.0,6.0,22610
