timestamp,session_id,persona,email,user_id,action,method,path,status_code,is_failed_login,response_time_ms,think_time_ms,body_size,has_auth_token,endpoint_category,response_length,geo_location,client_type,user_agent,source_tool
2026-03-04T23:43:34.013123+00:00,df145d3c-d5d2-4371-a1da-295955230536,casual,brucefreeman@example.org,u_1025,sign_in,POST,/auth/sign-in,200,False,9,4182,61,False,auth,169,Medina,web,"Mozilla/5.0 (Windows 95) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/22.0.810.0 Safari/531.2",playwright
2026-03-04T23:43:34.686420+00:00,9fcfc888-0687-45eb-9fc6-0e5e4877ef27,transactor,hanan.alharbi@gmail.com,u_1002,sign_in,POST,/auth/sign-in,200,False,17,2810,63,False,auth,167,Riyadh,android,Opera/9.88.(X11; Linux x86_64; lt-LT) Presto/2.9.183 Version/10.00,playwright
2026-03-04T23:43:34.848260+00:00,c844cd6e-cf67-492e-b022-8886ae7ba85b,transactor,qanthony@example.com,u_1073,sign_in,POST,/auth/sign-in,200,False,13,4570,60,False,auth,159,Taif,android,Opera/8.68.(X11; Linux x86_64; mag-IN) Presto/2.9.162 Version/12.00,playwright
2026-03-04T23:43:34.868615+00:00,eb6f36df-8788-4972-acfc-5f36497dbd69,power_user,brian14@example.net,u_1042,sign_in,POST,/auth/sign-in,200,False,7,1813,61,False,auth,163,Buraidah,ios,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; gv-GB) AppleWebKit/534.34.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.34.7",playwright
2026-03-04T23:43:34.897994+00:00,bf084e8e-0bef-4be5-a1e6-990d1b9c558f,admin,admin@rasd.local,admin_1,admin_sign_in,POST,/admin/auth/sign-in,200,False,28,1952,45,False,admin,127,Buraidah,android,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/24.0.803.0 Safari/536.1",playwright
2026-03-04T23:43:35.050529+00:00,7d3ee1c1-0c6f-4cde-ab44-cb00b86cf6df,admin,admin@rasd.local,admin_1,admin_sign_in,POST,/admin/auth/sign-in,200,False,7,1505,45,False,admin,127,Mecca,ios,Opera/9.41.(X11; Linux x86_64; be-BY) Presto/2.9.172 Version/12.00,playwright
2026-03-04T23:43:35.545132+00:00,96d9f0b2-c53a-455d-a59a-99ae0e8b7a44,transactor,user@example.com,u_1004,sign_in,POST,/auth/sign-in,200,False,8,2870,56,False,auth,156,Jeddah,android,Mozilla/5.0 (Android 10; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,playwright
2026-03-04T23:43:35.570758+00:00,bf084e8e-0bef-4be5-a1e6-990d1b9c558f,admin,admin@rasd.local,admin_1,admin_wallets,GET,/admin/wallets,200,False,13,657,0,True,admin,8802,Buraidah,android,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/24.0.803.0 Safari/536.1",playwright
2026-03-04T23:43:36.381458+00:00,eb6f36df-8788-4972-acfc-5f36497dbd69,power_user,brian14@example.net,u_1042,topup,POST,/users/u_1042/wallet/topup,200,False,6,1496,18,True,wallet,70,Buraidah,ios,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; gv-GB) AppleWebKit/534.34.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.34.7",playwright
2026-03-04T23:43:36.486465+00:00,7d3ee1c1-0c6f-4cde-ab44-cb00b86cf6df,admin,admin@rasd.local,admin_1,admin_wallets,GET,/admin/wallets,200,False,21,1412,0,True,admin,8802,Mecca,ios,Opera/9.41.(X11; Linux x86_64; be-BY) Presto/2.9.172 Version/12.00,playwright
2026-03-04T23:43:36.549286+00:00,bf084e8e-0bef-4be5-a1e6-990d1b9c558f,admin,admin@rasd.local,admin_1,admin_transactions,GET,/admin/transactions,200,False,18,957,0,True,admin,3427,Buraidah,android,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/24.0.803.0 Safari/536.1",playwright
2026-03-04T23:43:37.180082+00:00,7d3ee1c1-0c6f-4cde-ab44-cb00b86cf6df,admin,admin@rasd.local,admin_1,admin_users,GET,/admin/users,200,False,15,675,0,True,admin,11010,Mecca,ios,Opera/9.41.(X11; Linux x86_64; be-BY) Presto/2.9.172 Version/12.00,playwright
2026-03-04T23:43:37.333426+00:00,eb6f36df-8788-4972-acfc-5f36497dbd69,power_user,brian14@example.net,u_1042,hello,GET,/hello,200,False,7,942,0,True,system,48,Buraidah,ios,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; gv-GB) AppleWebKit/534.34.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.34.7",playwright
2026-03-04T23:43:37.369811+00:00,df145d3c-d5d2-4371-a1da-295955230536,casual,brucefreeman@example.org,u_1025,withdraw_overdraft,POST,/users/u_1025/wallet/withdraw,400,False,6,3334,21,True,wallet,33,Medina,web,"Mozilla/5.0 (Windows 95) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/22.0.810.0 Safari/531.2",playwright
2026-03-04T23:43:37.954110+00:00,4d6359ef-f8bc-4f37-9302-4fafe9218fc8,transactor,amy95@example.com,u_1043,sign_in,POST,/auth/sign-in,200,False,7,4253,58,False,auth,159,Dammam,android,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/14.7w1836.0 Mobile/67G001 Safari/532.1",playwright
2026-03-04T23:43:38.086425+00:00,c844cd6e-cf67-492e-b022-8886ae7ba85b,transactor,qanthony@example.com,u_1073,withdraw,POST,/users/u_1073/wallet/withdraw,200,False,7,3220,17,True,wallet,73,Taif,android,Opera/8.68.(X11; Linux x86_64; mag-IN) Presto/2.9.162 Version/12.00,playwright
