session_id,user_id,email,persona,geo_location,client_type,total_requests,session_duration_sec,requests_per_minute,failed_login_count,error_ratio,error_4xx_count,error_5xx_count,unique_endpoints,endpoint_entropy,has_admin_access,admin_action_count,wallet_action_count,wallet_action_ratio,transfer_count,topup_count,withdraw_count,pay_bill_count,financial_error_count,avg_think_time_ms,std_think_time_ms,avg_response_time_ms,min_think_time_ms
bca6af69-9026-467d-a661-4d5f998fd761,u_1075,melanie67@example.org,power_user,Mecca,web,15,18.89,47.65,0,0.6667,10,0,10,3.1396,0,0,9,0.6,4,1,0,3,0,1355.43,523.48,34.07,555
ce897c91-efed-4ef8-bdf1-066773da6e94,admin_1,admin@rasd.local,admin,Abha,android,12,16.25,44.31,0,0.25,3,0,6,2.4591,1,12,0,0.0,0,0,0,0,0,1553.82,411.37,38.92,952
aab82b92-f34c-40eb-a238-b4d4b7c25b5f,u_1064,andrea05@example.org,power_user,Tabuk,web,16,21.09,45.52,0,0.3125,5,0,8,2.6085,0,0,14,0.875,3,6,1,1,0,1383.47,562.95,44.19,511
41cd0564-cab4-49ce-bbd2-a8994ce71c22,u_1042,elliottjason@example.org,power_user,Jeddah,web,14,16.72,50.24,0,0.5,7,0,8,2.8074,0,0,7,0.5,2,0,1,2,0,1408.92,536.76,31.71,559
df978d1b-151b-4e8b-8f02-fab536600593,u_1068,westmichael@example.org,transactor,Abha,web,11,27.59,23.92,0,0.5455,6,0,8,2.914,0,0,6,0.5455,3,1,0,2,0,2880.0,1198.17,41.0,1024
77279161-3d81-499f-923c-82f328334215,u_1062,yward@example.net,power_user,Abha,android,13,15.53,50.22,0,0.3077,4,0,9,3.027,0,0,10,0.7692,4,3,1,2,0,1421.5,627.81,49.0,522
2abd7f0f-5978-456e-8471-e852b7fe4ced,admin_1,admin@rasd.local,admin,Jeddah,ios,7,8.38,50.12,0,0.4286,3,0,5,2.2359,1,7,0,0.0,0,0,0,0,0,1634.83,449.87,39.0,852
b187cfbd-e274-4be3-9905-9112654ad643,u_1018,marcus29@example.org,power_user,Abha,android,9,8.89,60.74,0,0.3333,3,0,6,2.281,0,0,2,0.2222,2,0,0,0,0,1252.0,267.3,32.11,852
76297094-dee7-4620-a0b3-5b6fdd9e8d0e,admin_1,admin@rasd.local,admin,Dammam,android,37,52.0,42.69,0,0.0811,3,0,6,2.0022,1,37,0,0.0,0,0,0,0,0,1442.19,435.59,35.92,628
b811c457-1e82-4225-b962-71296880bb2a,u_1068,westmichael@example.org,transactor,Abha,web,8,18.88,25.42,0,0.5,4,0,6,2.5,0,0,6,0.75,4,1,0,0,0,3309.57,1054.85,33.88,1815
