timestamp,session_id,persona,email,user_id,action,method,path,status_code,is_failed_login,response_time_ms,think_time_ms,body_size,has_auth_token,endpoint_category,response_length,geo_location,client_type,user_agent,source_tool,label,session_type
2026-04-03T20:03:05.812852+00:00,dcbd0def-33ec-4b49-bfb5-bc8cb5d73614,attacker,christopher62@example.org,u_1006,sign_in_fraud,POST,/auth/sign-in,200,False,1020,0,67,False,auth,174,Tabuk,ios,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.0),playwright,1,financial_fraud
2026-04-03T20:03:05.817376+00:00,802c8845-4482-4ae1-a304-f67ed8da79db,attacker,sarah96@example.org,u_1005,sign_in_ato,POST,/auth/sign-in,200,False,1024,0,60,False,auth,171,Buraidah,web,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/33.0.833.0 Safari/533.0",playwright,1,account_takeover
2026-04-03T20:03:05.821757+00:00,a495ea74-84b0-42c2-8617-e9d11056f105,attacker,odonnellalejandra@example.net,u_1010,sign_in_scan,POST,/auth/sign-in,200,False,1025,0,69,False,auth,177,Abha,web,Opera/9.50.(X11; Linux i686; ve-ZA) Presto/2.9.169 Version/12.00,playwright,1,scanning
2026-04-03T20:03:05.826378+00:00,3c5aa523-223f-4f3f-9bc8-baa97e0a2740,attacker,robertoadams@example.com,u_1012,sign_in_scan,POST,/auth/sign-in,200,False,1032,0,61,False,auth,169,Medina,android,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),playwright,1,scanning
2026-04-03T20:03:05.963414+00:00,802c8845-4482-4ae1-a304-f67ed8da79db,attacker,sarah96@example.org,u_1005,withdraw_ato,POST,/users/u_1005/wallet/withdraw,200,False,63,81,18,True,wallet,74,Buraidah,web,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/33.0.833.0 Safari/533.0",playwright,1,account_takeover
2026-04-03T20:03:06.004019+00:00,0327908a-b45d-4036-b271-31c68ed33828,attacker,lcummings@example.com,unknown,credential_stuffing,POST,/auth/sign-in,401,True,1025,179,62,False,auth,38,Abha,web,Mozilla/5.0 (Windows NT 6.2; my-MM; rv:1.9.2.20) Gecko/2192-01-02 10:49:41.841821 Firefox/3.6.20,playwright,1,credential_stuffing
2026-04-03T20:03:06.044111+00:00,dcbd0def-33ec-4b49-bfb5-bc8cb5d73614,attacker,christopher62@example.org,u_1006,withdraw_fraud,POST,/users/u_1006/wallet/withdraw,200,False,54,174,17,True,wallet,74,Tabuk,ios,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.0),playwright,1,financial_fraud
2026-04-03T20:03:06.213520+00:00,dcbd0def-33ec-4b49-bfb5-bc8cb5d73614,attacker,christopher62@example.org,u_1006,transfer_fraud,POST,/users/u_1006/wallet/transfer/u_1007,200,False,37,130,18,True,wallet,74,Tabuk,ios,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.0),playwright,1,financial_fraud
2026-04-03T20:03:06.334011+00:00,802c8845-4482-4ae1-a304-f67ed8da79db,attacker,sarah96@example.org,u_1005,transfer_ato,POST,/users/u_1005/wallet/transfer/u_1006,200,False,28,341,17,True,wallet,74,Buraidah,web,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/33.0.833.0 Safari/533.0",playwright,1,account_takeover
2026-04-03T20:03:06.337156+00:00,dcbd0def-33ec-4b49-bfb5-bc8cb5d73614,attacker,christopher62@example.org,u_1006,topup_fraud,POST,/users/u_1006/wallet/topup,200,False,42,80,17,True,wallet,71,Tabuk,ios,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.0),playwright,1,financial_fraud
2026-04-03T20:03:06.488615+00:00,ef8eb05f-46fb-4d58-a692-053a808330b0,casual,calvinwilson@example.net,unknown,sign_in,POST,/auth/sign-in,401,False,1008,0,67,False,auth,38,Abha,web,Opera/9.17.(X11; Linux x86_64; om-KE) Presto/2.9.185 Version/12.00,playwright,0,normal
2026-04-03T20:03:06.533001+00:00,802c8845-4482-4ae1-a304-f67ed8da79db,attacker,sarah96@example.org,u_1005,transfer_ato,POST,/users/u_1005/wallet/transfer/u_1009,200,False,40,157,18,True,wallet,74,Buraidah,web,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/33.0.833.0 Safari/533.0",playwright,1,account_takeover
2026-04-03T20:03:06.864745+00:00,10821316-b979-4a85-beb6-80224a904b08,admin,admin,admin_1,admin_sign_in,POST,/admin/auth/sign-in,200,False,1008,765,45,False,admin,134,Mecca,ios,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.0),playwright,0,normal
2026-04-03T20:03:07.003713+00:00,a495ea74-84b0-42c2-8617-e9d11056f105,attacker,odonnellalejandra@example.net,u_1010,probe,GET,/api/v1/config,404,False,1026,152,0,False,other,22,Abha,web,Opera/9.50.(X11; Linux i686; ve-ZA) Presto/2.9.169 Version/12.00,playwright,1,scanning
2026-04-03T20:03:07.013559+00:00,8eb6a32e-11a2-4e70-92df-c619098a6e79,confused,robertoadams@example.com,unknown,sign_in,POST,/auth/sign-in,429,False,811,0,61,False,auth,158,Medina,android,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/37.0.893.0 Safari/536.1",playwright,0,normal
2026-04-03T20:03:07.073322+00:00,3c5aa523-223f-4f3f-9bc8-baa97e0a2740,attacker,robertoadams@example.com,u_1012,probe,GET,/admin/keys,404,False,1025,219,0,False,admin,22,Medina,android,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),playwright,1,scanning
2026-04-03T20:03:07.213223+00:00,0327908a-b45d-4036-b271-31c68ed33828,attacker,michaelyork@example.net,unknown,credential_stuffing,POST,/auth/sign-in,401,True,1011,195,64,False,auth,38,Abha,web,Mozilla/5.0 (Windows NT 6.2; my-MM; rv:1.9.2.20) Gecko/2192-01-02 10:49:41.841821 Firefox/3.6.20,playwright,1,credential_stuffing
2026-04-03T20:03:07.294453+00:00,2b35b117-c7e0-4c14-86d7-f89e00120613,admin,admin,admin_1,admin_sign_in,POST,/admin/auth/sign-in,200,False,1009,1454,45,False,admin,134,Buraidah,web,Mozilla/5.0 (Android 1.0; Mobile; rv:10.0) Gecko/10.0 Firefox/10.0,playwright,0,normal
2026-04-03T20:03:07.342006+00:00,3c5aa523-223f-4f3f-9bc8-baa97e0a2740,attacker,robertoadams@example.com,u_1012,probe,GET,/users/u_1012/bank-accounts,200,False,11,254,0,True,account,264,Medina,android,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),playwright,1,scanning
